Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35.0,Yes,Travel_Frequently,473.0,Support,50.0,1,Life Sciences,1,7428.0,4,Male,187,2.0,4,Manager,1.0,Married,16164.0,339444.0,5.0,Y,No,26.0,1.0,2.0,80,4,37.0,3.0,1,20.0,11.0,7.0,19
48.0,Yes,Travel_Rarely,832.0,Software,41.0,1,Life Sciences,1,1583.0,3,Female,89,4.0,5,Healthcare Representative,3.0,Single,49378.0,1313547.125,1.0,Y,Yes,27.0,2.0,3.0,80,4,20.0,2.0,2,18.0,16.0,16.0,4
53.0,No,Travel_Rarely,153.0,Support,32.0,2,Life Sciences,1,3243.0,2,Male,117,2.0,3,Research Scientist,2.0,Married,25204.0,655304.0,0.0,Y,No,45.0,2.0,3.0,80,1,12.0,4.0,2,4.0,3.0,3.0,4
52.0,Yes,Travel_Frequently,1368.0,Software,43.0,1,Technical Degree,1,3084.0,1,Male,176,2.0,1,Manufacturing Director,3.0,Single,5555.0,44440.0,4.0,Y,Yes,6.0,1.0,4.0,80,4,34.0,3.0,3,2.0,1.0,2.0,2
59.0,Yes,Non-Travel,265.0,Human Resources,37.0,2,Technical Degree,1,2237.0,1,Female,83,4.0,3,Healthcare Representative,4.0,Single,13731.0,27462.0,7.0,Y,Yes,18.0,1.0,4.0,80,4,14.0,6.0,2,6.0,4.0,4.0,2
49.0,No,Travel_Frequently,1308.0,Software,47.0,2,Technical Degree,1,2692.0,1,Male,122,2.0,5,Healthcare Representative,3.0,Married,3251.0,13004.0,2.0,Y,Yes,44.0,4.0,4.0,80,2,1.0,1.0,3,1.0,1.0,1.0,1
51.0,Yes,Travel_Frequently,153.0,Human Resources,41.0,1,Life Sciences,1,9886.0,2,Male,134,1.0,4,Human Resources,4.0,Divorced,41680.0,1042000.0,8.0,Y,Yes,41.0,3.0,1.0,80,2,4.0,1.0,3,3.0,3.0,1.0,2
33.0,No,Non-Travel,645.0,Research & Development,9.0,5,Other,1,95.0,2,Male,110,4.0,4,Developer,3.0,Single,3879.0,3879.0,6.0,Y,No,19.0,4.0,3.0,80,3,14.0,5.0,3,10.0,5.0,10.0,7
30.0,Yes,Travel_Rarely,159.0,Support,30.0,5,Marketing,1,3533.0,2,Female,175,4.0,3,Sales Representative,2.0,Married,49961.0,1099142.0,2.0,Y,No,39.0,1.0,2.0,80,3,11.0,3.0,4,10.0,7.0,1.0,6
57.0,No,Non-Travel,635.0,Human Resources,17.0,1,Human Resources,1,232.0,2,Female,44,3.0,3,Human Resources,1.0,Married,27455.0,302005.0,2.0,Y,No,10.0,4.0,2.0,80,3,21.0,2.0,1,19.0,6.0,1.0,7
21.0,No,Non-Travel,590.0,Hardware,10.0,2,Technical Degree,1,3091.0,2,Male,30,2.0,1,Sales Representative,4.0,Divorced,8928.0,8928.0,4.0,Y,Yes,46.0,4.0,3.0,80,4,11.0,2.0,3,3.0,3.0,1.0,2
20.0,No,Non-Travel,862.0,Sales,18.0,2,Medical,1,8221.0,3,Male,138,1.0,2,Developer,1.0,Married,43575.0,479325.0,4.0,Y,Yes,35.0,2.0,3.0,80,2,27.0,3.0,4,25.0,10.0,17.0,21
54.0,No,Travel_Frequently,1041.0,Hardware,9.0,5,Technical Degree,1,3644.0,2,Male,142,4.0,2,Laboratory Technician,2.0,Divorced,14429.0,432870.0,5.0,Y,Yes,7.0,2.0,2.0,80,2,9.0,5.0,3,5.0,3.0,1.0,5
60.0,No,Non-Travel,158.0,Support,13.0,1,Life Sciences,1,6764.0,3,Female,72,4.0,1,Laboratory Technician,3.0,Divorced,18233.0,364660.0,6.0,Y,Yes,3.0,1.0,4.0,80,2,20.0,1.0,1,13.0,9.0,4.0,11
41.0,Yes,Non-Travel,1000.0,Hardware,40.0,5,Human Resources,1,6242.0,3,Female,46,4.0,4,Developer,1.0,Single,48796.0,1313547.125,7.0,Y,No,46.0,1.0,3.0,80,3,29.0,3.0,1,26.0,18.5,17.0,21
18.0,Yes,Travel_Frequently,376.0,Research & Development,18.0,2,Human Resources,1,1966.0,2,Female,180,3.0,2,Research Director,1.0,Single,40565.0,121695.0,5.0,Y,Yes,1.0,4.0,2.0,80,4,24.0,4.0,3,11.0,3.0,9.0,3
24.0,No,Travel_Rarely,166.0,Hardware,27.0,2,Human Resources,1,461.0,2,Male,33,3.0,2,Sales Executive,3.0,Married,37458.0,486954.0,3.0,Y,Yes,13.0,3.0,1.0,80,2,5.0,5.0,4,3.0,1.0,3.0,1
26.0,Yes,Non-Travel,354.0,Software,5.0,5,Other,1,3341.0,1,Male,161,2.0,1,Healthcare Representative,4.0,Divorced,9165.0,100815.0,7.0,Y,No,43.0,4.0,4.0,80,4,34.0,2.0,4,17.0,16.0,17.0,9
39.0,No,Non-Travel,333.0,Support,37.0,1,Medical,1,8727.0,4,Female,84,3.0,3,Laboratory Technician,3.0,Single,6133.0,67463.0,5.0,Y,No,31.0,2.0,4.0,80,3,7.0,3.0,1,3.0,3.0,1.0,2
41.0,No,Travel_Frequently,1132.0,Human Resources,40.0,3,Life Sciences,1,6522.0,3,Female,169,4.0,5,Research Director,2.0,Married,10819.0,281294.0,4.0,Y,No,13.0,2.0,4.0,80,3,32.0,6.0,1,11.0,1.0,4.0,1
29.0,No,Non-Travel,1424.0,Software,38.0,4,Life Sciences,1,8777.0,4,Female,129,4.0,3,Manager,1.0,Single,47222.0,236110.0,3.0,Y,Yes,40.0,4.0,1.0,80,2,35.0,2.0,4,2.0,1.0,1.0,2
53.0,No,Travel_Frequently,386.0,Human Resources,45.0,3,Medical,1,6112.0,1,Male,168,3.0,1,Laboratory Technician,3.0,Married,34909.0,1012361.0,6.0,Y,Yes,32.0,2.0,1.0,80,2,37.0,5.0,4,14.0,6.0,3.0,11
31.0,Yes,Non-Travel,1074.0,Hardware,6.0,2,Marketing,1,5316.0,2,Female,67,2.0,3,Research Director,1.0,Single,36318.0,581088.0,7.0,Y,Yes,0.0,1.0,2.0,80,1,27.0,5.0,4,14.0,5.0,14.0,14
19.0,No,Travel_Rarely,1220.0,Software,35.0,5,Other,1,2607.0,4,Male,199,3.0,4,Sales Representative,3.0,Divorced,48264.0,241320.0,7.0,Y,No,24.0,3.0,4.0,80,3,33.0,3.0,1,28.0,18.5,10.0,7
57.0,No,Travel_Rarely,471.0,Human Resources,1.0,3,Human Resources,1,8301.0,3,Male,189,3.0,2,Research Director,1.0,Single,42632.0,852640.0,0.0,Y,No,40.0,1.0,1.0,80,4,1.0,3.0,3,1.0,1.0,1.0,1
58.0,No,Travel_Frequently,892.0,Hardware,13.0,2,Human Resources,1,713.0,2,Male,60,3.0,5,Healthcare Representative,4.0,Divorced,46280.0,1110720.0,6.0,Y,No,0.0,4.0,1.0,80,3,29.0,1.0,2,26.0,18.5,8.0,12
27.0,Yes,Non-Travel,774.0,Software,7.0,4,Technical Degree,1,7849.0,2,Male,162,4.0,4,Manager,3.0,Divorced,42905.0,257430.0,0.0,Y,Yes,30.0,2.0,4.0,80,2,11.0,4.0,1,8.0,7.0,3.0,8
34.0,Yes,Travel_Frequently,232.0,Sales,44.0,3,Other,1,49.0,1,Male,77,4.0,3,Healthcare Representative,2.0,Single,38204.0,114612.0,7.0,Y,No,11.0,4.0,4.0,80,4,40.0,5.0,4,35.5,18.5,10.0,34
43.0,Yes,Travel_Rarely,233.0,Research & Development,42.0,3,Other,1,5129.0,2,Female,142,2.0,2,Human Resources,3.0,Married,20585.0,205850.0,2.0,Y,No,9.0,2.0,4.0,80,4,7.0,6.0,3,2.0,2.0,2.0,1
44.0,Yes,Non-Travel,433.0,Hardware,41.0,5,Human Resources,1,7539.0,3,Female,77,1.0,1,Laboratory Technician,1.0,Married,34569.0,276552.0,3.0,Y,Yes,43.0,2.0,2.0,80,1,38.0,5.0,2,24.0,15.0,14.0,6
40.0,No,Non-Travel,1071.0,Research & Development,43.0,3,Other,1,2701.0,2,Male,90,4.0,5,Manager,2.0,Divorced,44581.0,267486.0,4.0,Y,Yes,7.0,3.0,4.0,80,3,39.0,1.0,3,2.0,2.0,1.0,1
46.0,Yes,Travel_Rarely,1300.0,Hardware,31.0,3,Medical,1,7643.0,1,Male,92,3.0,2,Healthcare Representative,4.0,Divorced,8783.0,70264.0,5.0,Y,No,24.0,2.0,1.0,80,2,4.0,2.0,1,1.0,1.0,1.0,1
53.0,Yes,Travel_Rarely,1404.0,Support,2.0,2,Human Resources,1,4079.0,2,Female,90,4.0,1,Human Resources,4.0,Divorced,42586.0,979478.0,2.0,Y,Yes,9.0,2.0,1.0,80,2,40.0,2.0,2,27.0,4.0,17.0,15
18.0,No,Non-Travel,404.0,Human Resources,15.0,3,Marketing,1,1844.0,1,Male,158,3.0,4,Research Scientist,1.0,Divorced,27341.0,765548.0,0.0,Y,Yes,19.0,4.0,2.0,80,2,28.0,2.0,4,25.0,18.5,17.0,19
40.0,No,Travel_Frequently,562.0,Support,3.0,4,Technical Degree,1,9098.0,1,Female,79,2.0,2,Developer,4.0,Divorced,21759.0,522216.0,8.0,Y,No,6.0,2.0,4.0,80,4,21.0,2.0,4,12.0,6.0,3.0,5
44.0,No,Travel_Frequently,1378.0,Hardware,37.0,2,Other,1,276.0,4,Male,62,3.0,1,Healthcare Representative,1.0,Single,5217.0,52170.0,6.0,Y,Yes,29.0,3.0,4.0,80,4,38.0,3.0,1,15.0,2.0,8.0,3
26.0,Yes,Travel_Frequently,207.0,Support,48.0,4,Technical Degree,1,8231.0,3,Male,100,1.0,2,Manufacturing Director,2.0,Divorced,1592.0,41392.0,4.0,Y,Yes,16.0,1.0,2.0,80,2,28.0,2.0,2,1.0,1.0,1.0,1
39.0,Yes,Non-Travel,1096.0,Research & Development,48.0,4,Human Resources,1,7574.0,1,Male,39,3.0,5,Laboratory Technician,2.0,Divorced,12566.0,113094.0,8.0,Y,No,20.0,4.0,1.0,80,4,11.0,5.0,4,9.0,7.0,7.0,9
40.0,No,Non-Travel,871.0,Support,44.0,4,Medical,1,1978.0,2,Female,153,1.0,5,Research Scientist,3.0,Single,37784.0,226704.0,7.0,Y,Yes,5.0,2.0,4.0,80,2,1.0,4.0,1,1.0,1.0,1.0,1
22.0,Yes,Travel_Frequently,1143.0,Software,17.0,3,Medical,1,3511.0,2,Female,124,2.0,4,Manager,4.0,Divorced,47510.0,1235260.0,1.0,Y,No,27.0,1.0,3.0,80,1,5.0,2.0,3,1.0,1.0,1.0,1
34.0,No,Travel_Rarely,1300.0,Software,29.0,2,Human Resources,1,8944.0,1,Female,48,1.0,1,Research Scientist,4.0,Divorced,13656.0,68280.0,3.0,Y,No,37.0,3.0,3.0,80,2,5.0,1.0,3,4.0,1.0,1.0,3
28.0,Yes,Travel_Frequently,1111.0,Software,22.0,5,Other,1,7067.0,2,Male,63,2.0,2,Manufacturing Director,3.0,Married,28663.0,687912.0,8.0,Y,No,16.0,1.0,1.0,80,4,22.0,5.0,1,15.0,12.0,12.0,14
52.0,Yes,Non-Travel,227.0,Software,14.0,3,Human Resources,1,961.0,4,Male,83,2.0,1,Developer,3.0,Divorced,21904.0,503792.0,7.0,Y,No,47.0,2.0,2.0,80,2,33.0,5.0,1,17.0,11.0,1.0,6
24.0,Yes,Travel_Rarely,871.0,Software,5.0,4,Life Sciences,1,5580.0,2,Female,147,1.0,4,Healthcare Representative,3.0,Divorced,24834.0,571182.0,0.0,Y,Yes,3.0,4.0,2.0,80,2,25.0,2.0,4,14.0,8.0,12.0,10
35.0,Yes,Travel_Frequently,1200.0,Hardware,1.0,1,Other,1,9463.0,4,Female,147,1.0,3,Healthcare Representative,3.0,Single,22633.0,67899.0,3.0,Y,No,2.0,2.0,4.0,80,1,36.0,6.0,1,35.0,18.5,17.0,34
54.0,Yes,Travel_Rarely,1261.0,Software,38.0,5,Medical,1,4925.0,3,Male,133,3.0,2,Manufacturing Director,3.0,Single,30116.0,903480.0,1.0,Y,No,25.0,1.0,2.0,80,2,20.0,1.0,4,8.0,7.0,7.0,7
23.0,No,Travel_Rarely,1420.0,Hardware,3.0,3,Life Sciences,1,9942.0,2,Male,103,1.0,5,Human Resources,4.0,Single,45861.0,183444.0,8.0,Y,Yes,16.0,4.0,4.0,80,2,30.0,1.0,4,18.0,1.0,3.0,14
44.0,Yes,Non-Travel,453.0,Research & Development,47.0,5,Technical Degree,1,4026.0,3,Male,43,4.0,5,Developer,2.0,Divorced,16244.0,178684.0,6.0,Y,No,36.0,3.0,1.0,80,3,25.0,4.0,2,14.0,5.0,10.0,10
20.0,No,Travel_Rarely,1351.0,Support,20.0,3,Marketing,1,3888.0,3,Female,34,2.0,5,Human Resources,2.0,Married,40225.0,482700.0,2.0,Y,Yes,23.0,4.0,1.0,80,2,11.0,5.0,4,9.0,6.0,4.0,2
19.0,No,Non-Travel,156.0,Support,14.0,4,Technical Degree,1,9332.0,3,Female,130,3.0,5,Sales Executive,1.0,Divorced,30572.0,305720.0,0.0,Y,No,11.0,2.0,3.0,80,3,14.0,5.0,1,1.0,1.0,1.0,1
51.0,Yes,Travel_Rarely,606.0,Software,5.0,2,Medical,1,5248.0,1,Male,179,4.0,3,Sales Executive,4.0,Married,13587.0,326088.0,5.0,Y,No,20.0,4.0,2.0,80,3,18.0,4.0,3,14.0,8.0,3.0,14
34.0,Yes,Travel_Frequently,1017.0,Hardware,21.0,4,Medical,1,432.0,1,Male,123,4.0,4,Research Director,4.0,Single,8161.0,130576.0,2.0,Y,Yes,37.0,1.0,1.0,80,2,13.0,4.0,2,13.0,1.0,7.0,8
40.0,No,Travel_Rarely,1189.0,Hardware,25.0,1,Life Sciences,1,8361.0,2,Male,194,2.0,4,Sales Executive,2.0,Single,21657.0,519768.0,1.0,Y,No,3.0,4.0,4.0,80,4,35.0,1.0,2,26.0,18.5,4.0,24
60.0,No,Travel_Rarely,1261.0,Sales,18.0,1,Technical Degree,1,5738.0,1,Female,72,2.0,3,Research Scientist,1.0,Married,34221.0,444873.0,8.0,Y,Yes,29.0,3.0,4.0,80,2,24.0,2.0,3,18.0,1.0,3.0,11
57.0,Yes,Non-Travel,321.0,Research & Development,44.0,3,Human Resources,1,8580.0,3,Male,76,1.0,3,Sales Executive,2.0,Married,38219.0,496847.0,1.0,Y,Yes,17.0,1.0,1.0,80,1,5.0,4.0,1,2.0,1.0,1.0,1
24.0,No,Non-Travel,1217.0,Support,3.0,4,Medical,1,4652.0,3,Male,35,1.0,1,Developer,2.0,Divorced,23098.0,230980.0,8.0,Y,No,13.0,3.0,2.0,80,3,40.0,2.0,1,35.0,9.0,17.0,8
44.0,Yes,Travel_Rarely,1056.0,Support,23.0,2,Medical,1,698.0,4,Male,174,4.0,3,Human Resources,2.0,Single,28199.0,592179.0,3.0,Y,Yes,32.0,1.0,2.0,80,2,17.0,6.0,1,7.0,4.0,4.0,4
45.0,No,Non-Travel,1003.0,Research & Development,9.0,1,Life Sciences,1,7957.0,3,Female,113,4.0,2,Developer,1.0,Single,29066.0,145330.0,8.0,Y,Yes,10.0,4.0,2.0,80,3,24.0,5.0,3,6.0,6.0,4.0,2
54.0,No,Travel_Frequently,708.0,Sales,12.0,5,Life Sciences,1,8813.0,4,Female,63,3.0,1,Sales Representative,2.0,Divorced,36838.0,957788.0,8.0,Y,No,14.0,1.0,2.0,80,4,21.0,5.0,4,2.0,2.0,1.0,1
50.0,No,Travel_Frequently,901.0,Human Resources,23.0,4,Other,1,8861.0,4,Male,123,3.0,1,Research Director,1.0,Divorced,22148.0,155036.0,3.0,Y,No,4.0,1.0,3.0,80,2,10.0,6.0,1,10.0,4.0,1.0,2
58.0,Yes,Travel_Frequently,822.0,Human Resources,24.0,2,Human Resources,1,6221.0,1,Male,148,2.0,2,Research Scientist,4.0,Married,31312.0,281808.0,2.0,Y,No,8.0,4.0,4.0,80,4,10.0,5.0,3,5.0,5.0,4.0,1
56.0,Yes,Non-Travel,171.0,Research & Development,34.0,3,Life Sciences,1,228.0,2,Male,129,1.0,2,Sales Representative,4.0,Married,8895.0,240165.0,5.0,Y,No,8.0,3.0,2.0,80,2,5.0,3.0,3,2.0,1.0,1.0,2
55.0,Yes,Non-Travel,1434.0,Hardware,1.0,2,Human Resources,1,2999.0,4,Female,122,3.0,4,Sales Executive,1.0,Divorced,3096.0,43344.0,6.0,Y,Yes,36.0,4.0,4.0,80,2,16.0,3.0,3,3.0,1.0,3.0,1
43.0,No,Non-Travel,451.0,Research & Development,31.0,1,Other,1,8730.0,4,Female,67,4.0,5,Sales Executive,2.0,Divorced,36382.0,363820.0,1.0,Y,No,2.0,3.0,1.0,80,2,29.0,4.0,3,24.0,16.0,17.0,14
23.0,No,Non-Travel,1261.0,Hardware,39.0,1,Human Resources,1,5693.0,1,Female,102,1.0,3,Laboratory Technician,4.0,Divorced,47939.0,287634.0,7.0,Y,Yes,34.0,1.0,4.0,80,1,35.0,5.0,2,19.0,2.0,17.0,13
38.0,No,Travel_Rarely,1377.0,Human Resources,43.0,4,Human Resources,1,2190.0,1,Female,33,2.0,2,Manager,1.0,Married,37798.0,869354.0,0.0,Y,Yes,16.0,3.0,1.0,80,2,17.0,3.0,1,7.0,6.0,4.0,6
43.0,No,Travel_Rarely,1113.0,Software,32.0,2,Technical Degree,1,3604.0,1,Male,190,2.0,2,Laboratory Technician,1.0,Divorced,37361.0,485693.0,1.0,Y,No,29.0,2.0,1.0,80,1,28.0,5.0,2,11.0,10.0,11.0,9
28.0,No,Travel_Frequently,341.0,Support,43.0,4,Medical,1,9120.0,1,Male,157,1.0,4,Research Director,2.0,Married,16855.0,320245.0,0.0,Y,Yes,11.0,2.0,1.0,80,2,1.0,4.0,3,1.0,1.0,1.0,1
44.0,No,Travel_Rarely,153.0,Sales,15.0,2,Technical Degree,1,7095.0,4,Female,94,4.0,4,Sales Representative,1.0,Divorced,45906.0,1313547.125,8.0,Y,Yes,3.0,3.0,3.0,80,1,37.0,3.0,1,14.0,11.0,7.0,2
31.0,No,Non-Travel,174.0,Support,12.0,2,Other,1,9774.0,4,Male,191,4.0,5,Sales Representative,4.0,Single,18340.0,73360.0,3.0,Y,Yes,12.0,3.0,4.0,80,4,28.0,5.0,3,18.0,1.0,17.0,13
44.0,Yes,Travel_Rarely,209.0,Hardware,31.0,4,Life Sciences,1,7334.0,2,Female,56,1.0,1,Manager,2.0,Single,27545.0,165270.0,6.0,Y,No,8.0,4.0,4.0,80,3,30.0,1.0,4,8.0,1.0,7.0,1
31.0,Yes,Non-Travel,809.0,Software,1.0,5,Human Resources,1,44.0,1,Male,65,3.0,3,Sales Executive,2.0,Married,6705.0,20115.0,2.0,Y,No,16.0,4.0,1.0,80,2,9.0,2.0,2,8.0,4.0,6.0,1
33.0,No,Travel_Rarely,1126.0,Sales,15.0,2,Marketing,1,6847.0,3,Female,189,2.0,1,Manufacturing Director,2.0,Divorced,47230.0,236150.0,0.0,Y,Yes,4.0,2.0,1.0,80,4,3.0,4.0,1,1.0,1.0,1.0,1
36.0,Yes,Non-Travel,541.0,Support,20.0,2,Marketing,1,8277.0,2,Male,39,4.0,2,Research Scientist,1.0,Single,45739.0,1143475.0,0.0,Y,Yes,38.0,1.0,2.0,80,1,1.0,3.0,2,1.0,1.0,1.0,1
29.0,Yes,Travel_Rarely,1018.0,Research & Development,47.0,2,Medical,1,3883.0,3,Female,101,2.0,4,Developer,2.0,Single,5239.0,89063.0,4.0,Y,No,20.0,4.0,4.0,80,1,8.0,1.0,3,5.0,2.0,1.0,3
48.0,No,Travel_Rarely,116.0,Software,42.0,3,Marketing,1,8170.0,4,Male,85,1.0,1,Sales Executive,2.0,Married,43237.0,907977.0,7.0,Y,No,49.0,2.0,4.0,80,3,14.0,6.0,1,12.0,9.0,11.0,1
36.0,Yes,Non-Travel,413.0,Human Resources,46.0,5,Human Resources,1,131.0,2,Male,106,1.0,2,Manager,2.0,Single,12746.0,152952.0,4.0,Y,Yes,22.0,4.0,2.0,80,3,27.0,4.0,3,13.0,1.0,6.0,13
21.0,Yes,Non-Travel,1016.0,Software,6.0,2,Other,1,1272.0,2,Male,68,4.0,1,Research Director,2.0,Single,19838.0,138866.0,2.0,Y,No,36.0,3.0,4.0,80,2,28.0,6.0,2,5.0,2.0,5.0,2
55.0,Yes,Travel_Rarely,360.0,Support,27.0,4,Marketing,1,1752.0,1,Male,37,1.0,1,Sales Representative,4.0,Divorced,43477.0,782586.0,7.0,Y,Yes,22.0,4.0,3.0,80,1,27.0,3.0,3,22.0,10.0,17.0,18
21.0,No,Travel_Rarely,467.0,Hardware,17.0,3,Technical Degree,1,4228.0,3,Male,90,2.0,2,Research Scientist,4.0,Divorced,40600.0,365400.0,4.0,Y,Yes,25.0,4.0,1.0,80,4,8.0,6.0,4,4.0,3.0,2.0,3
43.0,Yes,Non-Travel,998.0,Software,19.0,3,Other,1,4646.0,1,Female,100,3.0,4,Manager,4.0,Married,15612.0,312240.0,1.0,Y,No,18.0,1.0,3.0,80,2,36.0,4.0,2,30.0,18.5,17.0,6
43.0,No,Travel_Rarely,572.0,Human Resources,26.0,2,Other,1,470.0,3,Female,147,1.0,2,Laboratory Technician,3.0,Married,28989.0,724725.0,6.0,Y,Yes,2.0,3.0,3.0,80,2,35.0,6.0,4,20.0,12.0,17.0,14
41.0,No,Non-Travel,493.0,Hardware,20.0,1,Marketing,1,9505.0,4,Male,175,4.0,5,Manufacturing Director,2.0,Single,44049.0,1145274.0,2.0,Y,Yes,2.0,2.0,2.0,80,3,13.0,6.0,1,13.0,3.0,8.0,7
60.0,Yes,Non-Travel,1133.0,Software,50.0,3,Medical,1,2977.0,1,Female,197,1.0,4,Human Resources,4.0,Married,12359.0,49436.0,3.0,Y,Yes,2.0,1.0,4.0,80,2,27.0,1.0,2,4.0,3.0,3.0,1
30.0,Yes,Non-Travel,1357.0,Sales,26.0,5,Other,1,9419.0,4,Female,89,1.0,1,Healthcare Representative,1.0,Divorced,40756.0,489072.0,8.0,Y,No,42.0,1.0,2.0,80,4,11.0,4.0,3,11.0,3.0,9.0,1
39.0,Yes,Non-Travel,391.0,Sales,9.0,3,Marketing,1,9622.0,2,Female,187,4.0,2,Healthcare Representative,1.0,Married,29601.0,118404.0,6.0,Y,Yes,24.0,2.0,3.0,80,4,24.0,5.0,2,19.0,3.0,9.0,11
24.0,Yes,Non-Travel,744.0,Research & Development,49.0,1,Life Sciences,1,3328.0,3,Male,36,1.0,1,Manufacturing Director,1.0,Divorced,26050.0,521000.0,0.0,Y,No,47.0,1.0,2.0,80,4,21.0,5.0,2,2.0,2.0,1.0,1
59.0,No,Travel_Rarely,334.0,Hardware,3.0,2,Human Resources,1,5138.0,3,Male,158,2.0,3,Human Resources,4.0,Divorced,20612.0,432852.0,3.0,Y,No,41.0,1.0,3.0,80,2,8.0,6.0,1,7.0,5.0,1.0,5
49.0,No,Travel_Frequently,1396.0,Support,25.0,1,Medical,1,8210.0,2,Male,165,4.0,1,Research Director,4.0,Single,49729.0,348103.0,6.0,Y,Yes,12.0,1.0,3.0,80,3,16.0,4.0,1,1.0,1.0,1.0,1
49.0,No,Non-Travel,985.0,Support,24.0,4,Marketing,1,5477.0,1,Female,87,2.0,3,Research Director,4.0,Single,28250.0,56500.0,6.0,Y,No,1.0,2.0,2.0,80,3,31.0,6.0,4,3.0,3.0,1.0,2
59.0,Yes,Travel_Frequently,856.0,Support,50.0,3,Life Sciences,1,4112.0,2,Male,143,3.0,3,Sales Representative,4.0,Single,16651.0,449577.0,3.0,Y,No,12.0,3.0,1.0,80,3,4.0,3.0,4,3.0,2.0,2.0,2
47.0,No,Travel_Rarely,1041.0,Human Resources,9.0,5,Human Resources,1,689.0,4,Female,192,2.0,2,Manufacturing Director,4.0,Single,3013.0,81351.0,4.0,Y,No,40.0,1.0,4.0,80,3,22.0,4.0,1,13.0,5.0,12.0,7
37.0,Yes,Travel_Rarely,554.0,Hardware,33.0,3,Medical,1,2600.0,3,Female,195,1.0,2,Laboratory Technician,2.0,Divorced,49027.0,441243.0,7.0,Y,No,13.0,2.0,4.0,80,1,37.0,2.0,4,18.0,7.0,5.0,9
38.0,Yes,Travel_Rarely,878.0,Hardware,32.0,1,Technical Degree,1,2918.0,3,Female,63,2.0,3,Healthcare Representative,3.0,Single,38092.0,723748.0,2.0,Y,Yes,39.0,1.0,3.0,80,2,6.0,1.0,3,5.0,2.0,5.0,2
50.0,Yes,Travel_Frequently,1078.0,Hardware,48.0,4,Medical,1,6791.0,3,Female,193,3.0,1,Research Director,1.0,Married,44928.0,943488.0,6.0,Y,Yes,37.0,1.0,2.0,80,3,37.0,3.0,4,13.0,11.0,5.0,3
36.0,No,Travel_Frequently,273.0,Software,34.0,2,Medical,1,910.0,1,Male,166,4.0,2,Human Resources,4.0,Married,7840.0,62720.0,4.0,Y,Yes,43.0,4.0,2.0,80,4,16.0,5.0,4,11.0,6.0,1.0,5
54.0,Yes,Travel_Rarely,333.0,Software,26.0,3,Life Sciences,1,8602.0,1,Male,170,2.0,2,Manufacturing Director,3.0,Single,32015.0,768360.0,1.0,Y,No,43.0,4.0,3.0,80,1,21.0,4.0,2,17.0,11.0,13.0,14
41.0,Yes,Travel_Rarely,1319.0,Research & Development,18.0,5,Human Resources,1,3232.0,4,Male,134,2.0,1,Laboratory Technician,1.0,Divorced,18154.0,490158.0,1.0,Y,Yes,25.0,3.0,1.0,80,3,36.0,3.0,2,14.0,12.0,13.0,13
46.0,Yes,Non-Travel,237.0,Research & Development,23.0,4,Technical Degree,1,8710.0,2,Male,38,1.0,2,Manager,1.0,Married,27101.0,542020.0,0.0,Y,No,42.0,4.0,1.0,80,3,18.0,6.0,2,12.0,10.0,3.0,3
25.0,No,Travel_Rarely,856.0,Sales,21.0,4,Life Sciences,1,8101.0,2,Male,35,2.0,2,Human Resources,1.0,Divorced,33976.0,951328.0,4.0,Y,Yes,39.0,2.0,2.0,80,4,22.0,4.0,3,10.0,9.0,3.0,10
53.0,Yes,Non-Travel,1133.0,Research & Development,45.0,3,Human Resources,1,2106.0,1,Female,177,2.0,2,Manager,4.0,Single,22863.0,617301.0,2.0,Y,Yes,1.0,4.0,1.0,80,2,14.0,2.0,4,8.0,6.0,6.0,8
55.0,No,Non-Travel,137.0,Research & Development,8.0,3,Other,1,5606.0,4,Female,85,3.0,2,Research Scientist,2.0,Married,24732.0,519372.0,2.0,Y,Yes,30.0,4.0,1.0,80,1,3.0,3.0,3,3.0,1.0,2.0,3
23.0,No,Travel_Rarely,1438.0,Hardware,21.0,1,Life Sciences,1,9244.0,4,Female,34,3.0,3,Sales Representative,3.0,Married,16707.0,334140.0,0.0,Y,Yes,43.0,1.0,1.0,80,4,20.0,4.0,2,3.0,3.0,2.0,2
50.0,Yes,Travel_Frequently,1268.0,Hardware,2.0,2,Marketing,1,5211.0,2,Male,57,2.0,4,Sales Executive,4.0,Married,23923.0,574152.0,6.0,Y,Yes,30.0,4.0,2.0,80,4,35.0,1.0,4,7.0,5.0,1.0,4
25.0,No,Travel_Frequently,694.0,Hardware,37.0,2,Other,1,8162.0,1,Female,37,1.0,2,Developer,2.0,Single,41482.0,248892.0,5.0,Y,No,24.0,4.0,4.0,80,3,28.0,4.0,2,12.0,12.0,8.0,12
